2025-04-19 00:41:56,064 - CircuitSimulator - DEBUG - WorkArea初始化完成
2025-04-19 00:42:01,871 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-12.0, -140.0), end=PyQt6.QtCore.QPointF(-12.0, -140.0), points=4
2025-04-19 00:42:14,267 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 40.0), points=4
2025-04-19 00:42:14,277 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 37.0), points=4
2025-04-19 00:42:14,284 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 32.0), points=4
2025-04-19 00:42:14,294 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 26.0), points=4
2025-04-19 00:42:14,299 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 20.0), points=4
2025-04-19 00:42:14,309 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 12.0), points=4
2025-04-19 00:42:14,316 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, 5.0), points=4
2025-04-19 00:42:14,324 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, -2.0), points=4
2025-04-19 00:42:14,332 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, -8.0), points=4
2025-04-19 00:42:14,340 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, -13.0), points=4
2025-04-19 00:42:14,348 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, -17.0), points=4
2025-04-19 00:42:14,356 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-187.0, -21.0), points=4
2025-04-19 00:42:14,364 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-186.0, -22.0), points=4
2025-04-19 00:42:14,372 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-185.0, -25.0), points=4
2025-04-19 00:42:14,379 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-182.0, -28.0), points=4
2025-04-19 00:42:14,396 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-182.0, -29.0), points=4
2025-04-19 00:42:14,412 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-181.0, -30.0), points=4
2025-04-19 00:42:14,420 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-181.0, -31.0), points=4
2025-04-19 00:42:14,429 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-180.0, -31.0), points=4
2025-04-19 00:42:14,444 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-179.0, -32.0), points=4
2025-04-19 00:42:14,452 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-179.0, -32.0), points=4
2025-04-19 00:42:14,460 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-177.0, -33.0), points=4
2025-04-19 00:42:14,468 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-175.0, -34.0), points=4
2025-04-19 00:42:14,477 - CircuitSimulator - DEBUG - 更新导线路径: start=PyQt6.QtCore.QPointF(-188.0, 80.0), end=PyQt6.QtCore.QPointF(-171.0, -35.0), points=4
